A,0
B,0
C,0
D,0
A,0
B,0
C,0
D,0
A,0
B,0
C,0
D,0
test,0
uuu,15
aaa,0
amaging,11
yyy,14
あああ,17
ああああああああああ,16
Default,0
yeah!!!,49
yu,0
yu,0
yu,0
yu,0
Default,0
Default,0
Default,0
Default,0
Default,0
Default,15
unchi,14
iuh;i,16
Default,49
hhhhhhhhhh,0
Default   ,0
Default   ,43
Default   ,6
